NAICS code,Industry,TRIR,DART,,,
321912,"Cut stock, resawing lumber, and planing",5.6,4.2,2.6,1.6,1.4
321918,Other millwork (including flooring),5.2,2.9,1.8,1,2.3
321991,Manufactured home (mobile home) manufacturing,8.1,4.3,2.2,2.1,3.8
321992,Prefabricated wood building manufacturing,5.9,3.6,1.8,1.8,2.3
321999,All other miscellaneous wood product manufacturing,3.5,1.7,1.2,0.4,1.8
322121,Paper (except newsprint) mills,2.2,1.4,1,0.4,0.8
322211,Corrugated and solid fiber box manufacturing,2.2,1.6,0.8,0.9,0.6
322212,Folding paperboard box manufacturing,1.9,1.3,0.4,0.9,0.6
322219,Other paperboard container manufacturing,2.9,1.5,0.8,0.7,1.4
322291,Sanitary paper product manufacturing,2.6,1.8,1.1,0.8,0.8
322299,All other converted paper product manufacturing,3.1,2.5,1.4,1.1,0
323111,Commercial printing (except screen and books),2.2,1.4,0.8,0.6,0.8
323113,Commercial screen printing,1.1,0.8,0.6,0.2,0.3
323117,Books printing,2.1,1.3,0.7,0.7,0.8
324122,Asphalt shingle and coating materials manufacturing,2.1,1.3,0.7,0.5,0.8
324191,Petroleum lubricating oil and grease manufacturing,2.9,2.4,1.1,1.2,0.5
324199,All other petroleum and coal products manufacturing,3.1,2.2,1.8,0.4,0.9
325193,Ethyl alcohol manufacturing,1.9,0.9,0,0.3,1
325194,"Cyclic crude, intermediate, and gum and wood chemical manufacturing",3.3,3,1.2,1.8,0
325199,All other basic organic chemical manufacturing,2.1,1.4,0.9,0.5,0.7
325211,Plastics material and resin manufacturing,1.4,1,0.8,0.2,0.4
325212,Synthetic rubber manufacturing,1.8,0.9,0.7,0,1
325311,Nitrogenous fertilizer manufacturing,1.6,1.2,0.8,0.4,0.4
325312,Phosphatic fertilizer manufacturing,1.9,0.8,0.5,0.3,1.1
325314,Fertilizer (mixing only) manufacturing,3.7,1.4,1,0.5,2.2
325411,Medicinal and botanical manufacturing,2.3,1.5,0.9,0.7,0.7
325412,Pharmaceutical preparation manufacturing,1.6,1.2,0.7,0.5,0.4
325413,In0vitro diagnostic substance manufacturing,1.6,1.2,0.4,0.8,0.4
325414,Biological product (except diagnostic) manufacturing,1,0.7,0.3,0.4,0.3
325611,Soap and other detergent manufacturing,1.8,1,0.6,0.4,0.8
325612,Polish and other sanitation good manufacturing,2.4,1.4,0.6,0.8,1
325613,Surface active agent manufacturing,1.6,0.4,0,0,1.2
325991,Custom compounding of purchased resins,5.1,3.7,2.3,1.4,1.5
325998,All other miscellaneous chemical product and preparation manufacturing,2,1.4,0.9,0.4,0.6
326111,Plastics bag and pouch manufacturing,3.5,2.5,1.4,1.1,1
326112,Plastics packaging film and sheet (including laminated) manufacturing,2.7,2,1.2,0.8,0.7
326113,Unlaminated plastics film and sheet (except packaging) manufacturing,2.7,1.5,1.1,0.4,1.1
326121,Unlaminated plastics profile shape manufacturing,3.3,2.1,1.3,0.8,1.2
326122,Plastics pipe and pipe fitting manufacturing,4,2.7,1.7,1.1,1.2
326191,Plastics plumbing fixture manufacturing,5.9,3.7,0.9,2.9,2.2
326199,All other plastics product manufacturing,3.6,2.3,1.2,1.1,1.4
326211,Tire manufacturing (except retreading),3.4,2.5,1.1,1.3,0.9
326212,Tire retreading,3.5,1.7,1,0,1.7
326291,Rubber product manufacturing for mechanical use,3.6,2.8,1.4,1.3,0.8
326299,All other rubber product manufacturing,2.9,2.1,1.1,1,0.8
327211,Flat glass manufacturing,3.3,2.3,0.9,1.4,1
327212,Other pressed and blown glass and glassware manufacturing,1.5,1,0.7,0.3,0.5
327213,Glass container manufacturing,4.6,3,1,1.9,1.7
327215,Glass product manufacturing made of purchased glass,2.7,1.6,0.9,0.6,1.1
327331,Concrete block and brick manufacturing,4,2.9,1.6,1.4,1.1
327991,Cut stone and stone product manufacturing,4,1.9,1.3,0.7,2
327992,Ground or treated mineral and earth manufacturing,1.6,1.3,0.6,0.6,0.3
327993,Mineral wool manufacturing,2.7,1.9,1.1,0.8,0.8
327999,All other miscellaneous nonmetallic mineral product manufacturing,3.3,2.4,0.7,1.7,0.9
331221,Rolled steel shape manufacturing,3.3,1.5,1,0.5,1.7
331222,Steel wire drawing,4.9,3.4,1.7,1.7,1.5
331313,Alumina refining and primary aluminum production,3.6,2.1,0.8,1.3,1.5
331314,Secondary smelting and alloying of aluminum,4.5,2.8,1.7,1,1.8
331315,"Aluminum sheet, plate, and foil manufacturing",1.5,0.9,0.4,0.5,0.6
331318,"Other aluminum rolling, drawing, and extruding",3.1,2.1,1.1,1,1.1
331491,"Nonferrous metal (except copper and aluminum) rolling, drawing, and extruding",2.2,1.2,0.5,0.7,1
331492,"Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)",4.2,3,1.6,1.4,1.2
331511,Iron foundries,7.3,4.1,1.8,2.3,3.2
331512,Steel investment foundries,3.8,2.6,0.8,1.8,1.2
331513,Steel foundries (except investment),6.8,4.4,2,2.3,2.4
331523,Nonferrous metal die0casting foundries,5.9,4.6,3.5,1.1,1.4
331524,Aluminum foundries (except die0casting),8.4,6.4,2.2,4.2,1.9
331529,Other nonferrous metal foundries (except die0casting),4.2,2.8,1.5,1.3,1.4
332111,Iron and steel forging,4,2.3,1.1,1.2,1.7
332112,Nonferrous forging,5.5,3.9,1.4,2.5,1.6
332117,Powder metallurgy part manufacturing,3.4,2.1,1.2,1,1.2
332119,"Metal crown, closure, and other metal stamping (except automotive)",3.8,2,1.2,0.9,1.8
332216,Saw blade and handtool manufacturing,5.6,2.7,0.9,1.7,2.9
332311,Prefabricated metal building and component manufacturing,3.9,2.7,1,1.7,1.2
332312,Fabricated structural metal manufacturing,3.9,2.4,1.4,0.9,1.6
332313,Plate work manufacturing,3.9,1.9,1.1,0.8,1.9
332321,Metal window and door manufacturing,5.2,3.2,1.5,1.7,1.9
332322,Sheet metal work manufacturing,4.1,2.2,1.1,1.1,1.8
332323,Ornamental and architectural metal work manufacturing,7.3,3.3,1.6,1.7,4
332431,Metal can manufacturing,3.8,1.2,0.6,0.6,2.7
332613,Spring manufacturing,2.6,1.4,0.6,0.8,1.2
332618,Other fabricated wire product manufacturing,3.4,2.5,1.8,0.7,0.9
332721,Precision turned product manufacturing,3.3,1.5,1,0.6,1.7
332722,"Bolt, nut, screw, rivet, and washer manufacturing",3.6,2.3,1.2,1.1,1.4
332811,Metal heat treating,2.7,1.7,1.1,0.6,1
332812,"Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers",4.1,3.2,1.3,1.9,1
332813,"Electroplating, plating, polishing, anodizing, and coloring",3.3,2,1.4,0.6,1.3
332911,Industrial valve manufacturing,2.4,1.6,0.8,0.8,0.8
332912,Fluid power valve and hose fitting manufacturing,1.8,0.9,0.5,0.5,0.8
332913,Plumbing fixture fitting and trim manufacturing,1.6,0.9,0.5,0.4,0.7
332919,Other metal valve and pipe fitting manufacturing,2.6,1.1,0.4,0.7,1.6
332991,Ball and roller bearing manufacturing,1.6,1.1,0.6,0.5,0.5
332992,Small arms ammunition manufacturing,3.2,2.2,1,1.1,1.1
332993,Ammunition (except small arms) manufacturing,1.3,0.9,0.7,0.2,0.5
332996,Fabricated pipe and pipe fitting manufacturing,3.1,2.2,0.8,1.4,0.9
332999,All other miscellaneous fabricated metal product manufacturing,4,2.1,1.3,0.9,1.9
333111,Farm machinery and equipment manufacturing,4.9,2.8,1.4,1.4,2.1
333112,Lawn and garden tractor and home lawn and garden equipment manufacturing,3.7,2.8,1.3,1.5,0.9
333131,Mining machinery and equipment manufacturing,2.7,1.7,1,0.7,1
333132,Oil and gas field machinery and equipment manufacturing,1.1,0.7,0.3,0.4,0.5
333241,Food product machinery manufacturing,3.3,1.6,0.9,0.7,1.7
333243,"Sawmill, woodworking, and paper machinery manufacturing",2.8,1.3,0.8,0.5,1.5
333249,Other industrial machinery manufacturing,2.6,1.6,1,0.6,1
333314,Optical instrument and lens manufacturing,1.1,0.6,0.4,0.2,0.6
333318,Other commercial and service industry machinery manufacturing,1.7,0.9,0.4,0.4,0.8
333413,Industrial and commercial fan and blower and air purification equipment manufacturing,2.5,1.6,0.6,1,0.9
333414,Heating equipment (except warm air furnaces) manufacturing,3.8,2.5,0.9,1.6,1.3
333415,Air0conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,2.7,1.5,0.7,0.8,1.2
333511,Industrial mold manufacturing,3.8,2.2,1.7,0.5,1.7
333514,"Special die and tool, die set, jig, and fixture manufacturing",2.8,1.4,0.7,0.7,1.4
333515,Cutting tool and machine tool accessory manufacturing,1.7,1.2,0.4,0.8,0.5
333517,Machine tool manufacturing,2.5,1.3,0.8,0.5,1.2
333611,Turbine and turbine generator set units manufacturing,1.7,1,0.3,0.6,0.8
333612,"Speed changer, industrial high0speed drive, and gear manufacturing",2.2,1.4,1,0.5,0.7
333613,Mechanical power transmission equipment manufacturing,2.7,0.9,0.4,0.5,1.8
333618,Other engine equipment manufacturing,1.6,1.1,0.4,0.7,0.5
333912,Air and gas compressor manufacturing,1.4,0.9,0.5,0.3,0.6
333914,"Measuring, dispensing, and other pumping equipment manufacturing",2,1.2,0.8,0.4,0.9
333922,Conveyor and conveying equipment manufacturing,2.7,1.4,0.8,0.7,1.3
333924,"Industrial truck, tractor, trailer, and stacker machinery manufacturing",3.5,1.9,1,0.9,1.5
333991,Power0driven handtool manufacturing,2.9,2.1,1.8,0.4,0.8
333992,Welding and soldering equipment manufacturing,2.3,1.3,0.7,0.6,1
333993,Packaging machinery manufacturing,2.6,0.9,0.4,0.4,1.8
333994,Industrial process furnace and oven manufacturing,3.6,1.6,1,0,2.1
333995,Fluid power cylinder and actuator manufacturing,4.7,3.9,3.3,0.6,0.8
333996,Fluid power pump and motor manufacturing,1.9,1,0.6,0.4,0.9
333999,All other miscellaneous general purpose machinery manufacturing,2.1,1.2,0.5,0.7,0.9
334111,Electronic computer manufacturing,0.3,0.2,0.1,0.1,0.2
334112,Computer storage device manufacturing,0.2,0.1,0,0,0.1
334118,Computer terminal and other computer peripheral equipment manufacturing,0.7,0.5,0.2,0.3,0.2
334412,Bare printed circuit board manufacturing,1.2,0.6,0.4,0.2,0.6
334413,Semiconductor and related device manufacturing,0.7,0.4,0.2,0.2,0.4
334416,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",2,1.2,0.9,0.3,0.8
334417,Electronic connector manufacturing,1.2,0.8,0.4,0.4,0.4
334418,Printed circuit assembly (electronic assembly) manufacturing,1,0.5,0.3,0.2,0.4
334510,Electromedical and electrotherapeutic apparatus manufacturing,0.7,0.5,0.3,0.2,0.2
334511,"Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",0.5,0.3,0.1,0.1,0.2
334512,"Automatic environmental control manufacturing for residential, commercial, and appliance use",1.1,0.5,0.4,0,0.6
334513,"Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables",1.2,0.8,0.7,0.1,0.4
334514,Totalizing fluid meter and counting device manufacturing,1.4,0.8,0.5,0.3,0.7
334515,Instrument manufacturing for measuring and testing electricity and electrical signals,0.9,0.5,0.3,0.2,0.4
334516,Analytical laboratory instrument manufacturing,0.9,0.6,0.3,0.2,0.3
334517,Irradiation apparatus manufacturing,1.1,0.8,0.5,0.4,0.3
334519,Other measuring and controlling device manufacturing,0.9,0.8,0.4,0.3,0.2
335121,Residential electric lighting fixture manufacturing,1.2,0.7,0.3,0.4,0.5
335129,Other lighting equipment manufacturing,2.2,1.7,1.1,0.6,0.5
335311,"Power, distribution, and specialty transformer manufacturing",4.4,2.8,1.5,1.3,1.6
335312,Motor and generator manufacturing,1.9,1.2,0.6,0.6,0.7
335313,Switchgear and switchboard apparatus manufacturing,2,1.2,0.5,0.7,0.8
335314,Relay and industrial control manufacturing,1.5,0.6,0.3,0.3,0.9
335911,Storage battery manufacturing,3.2,2.4,0.9,1.5,0.8
335912,Primary battery manufacturing,3.9,1.6,1,0.6,2.4
335921,Fiber optic cable manufacturing,2.1,1.3,0.9,0.4,0.8
335929,Other communication and energy wire manufacturing,1.7,0.7,0.3,0.4,1
335931,Current0carrying wiring device manufacturing,1.7,1.2,0.8,0.3,0.5
335932,Noncurrent0carrying wiring device manufacturing,7.1,4.7,3.6,1.1,2.5
335991,Carbon and graphite product manufacturing,1.6,1.1,0,0.7,0.6
335999,All other miscellaneous electrical equipment and component manufacturing,1.4,0.8,0.4,0.5,0.6
336111,Automobile manufacturing,5.7,4.4,1.6,2.8,1.3
336112,Light truck and utility vehicle manufacturing,6.4,4,0.8,3.1,2.4
336211,Motor vehicle body manufacturing,5.2,2.9,1.4,1.5,2.3
336212,Truck trailer manufacturing,6.1,3,1.4,1.6,3
336214,Travel trailer and camper manufacturing,7.5,2.8,1.3,1.5,4.8
336411,Aircraft manufacturing,1.8,1.2,0.5,0.7,0.6
336412,Aircraft engine and engine parts manufacturing,1.4,0.8,0.5,0.3,0.6
336413,Other aircraft parts and auxiliary equipment manufacturing,2.3,1.3,0.7,0.6,0.9
336414,Guided missile and space vehicle manufacturing,0.6,0.4,0.2,0.2,0.2
336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,1,0.6,0.5,0.2,0.4
336611,Ship building and repairing,5.2,3.6,2.5,1.1,1.7
336612,Boat building,5.3,3.9,1.5,2.3,1.4
336991,"Motorcycle, bicycle, and parts manufacturing",1.9,1.4,0.8,0.6,0.4
336992,"Military armored vehicle, tank, and tank component manufacturing",3,1.7,1,0.8,1.3
336999,All other transportation equipment manufacturing,2.5,1.6,0.8,0.8,1
337121,Upholstered household furniture manufacturing,5.3,3.2,1.4,1.8,2.1
337122,Nonupholstered wood household furniture manufacturing,2.8,1.5,0.9,0.6,1.3
337124,Metal household furniture manufacturing,5.8,2.3,1.2,1,3.5
337125,Household furniture (except wood and metal) manufacturing,4.7,3.1,0.6,2.6,1.6
337127,Institutional furniture manufacturing,5.1,3.1,2.2,1,2
337211,Wood office furniture manufacturing,3.3,2.3,0.8,1.5,1
337212,Custom architectural woodwork and millwork manufacturing,4,2.9,1.8,1.1,1.1
337214,Office furniture (except wood) manufacturing,2.7,1.5,0.5,1,1.2
337215,"Showcase, partition, shelving, and locker manufacturing",3.9,2.2,1.3,1,1.6
339112,Surgical and medical instrument manufacturing,1.6,0.9,0.4,0.5,0.7
339113,Surgical appliance and supplies manufacturing,1.8,1,0.5,0.5,0.8
339114,Dental equipment and supplies manufacturing,1.3,0.7,0.2,0.5,0.6
339115,Ophthalmic goods manufacturing,1.7,1.3,0.6,0.7,0.4
339116,Dental laboratories,0.7,0.3,0,0.2,0.4
339991,"Gasket, packing, and sealing device manufacturing",2.6,1.7,0.4,1.3,0.9
339992,Musical instrument manufacturing,1.9,0.9,0.6,0.3,1
339994,"Broom, brush, and mop manufacturing",2.2,1.7,0.9,0.7,0.6
339995,Burial casket manufacturing,4.1,2.9,2,0.9,1.2
339999,All other miscellaneous manufacturing,3,2.1,1.3,0.8,1
443141,Household appliance stores,2.3,1.7,1.1,0.5,0
443142,Electronics stores,1,0.5,0.4,0.1,0.5
451211,Book stores,1,0.6,0.5,0,0.4
452311,Warehouse clubs and supercenters,5.1,3.2,1.4,1.7,1.9
452319,All other general merchandise stores,3.7,2.4,1.3,1.2,1.3
481111,Scheduled passenger air transportation,4.5,3.6,2.6,1,0.9
481112,Scheduled freight air transportation,4.5,3.4,2.9,0.6,1.1
483212,Inland water passenger transportation,1.6,1.4,0,0,0
517311,Wired telecommunications carriers,2.1,1.7,1.4,0.3,0.4
517312,Wireless telecommunications carriers (except satellite),0.3,0.2,0.2,0,0.1
532281,Formal wear and costume rental,1.7,1.7,1.3,0,0
532283,Home health equipment rental,2.2,1.9,0,1.7,0.3
541211,Offices of certified public accountants,0,0,0,0,0
541213,Tax preparation services,1.1,0,0,0,1.1
541214,Payroll services,1.2,1,0.9,0,0.2
541219,Other accounting services,0.2,0.1,0.1,0,0.1
541511,Custom computer programming services,0.1,0.1,0.1,0,0
541512,Computer systems design services,0.1,0.1,0,0,0
561612,Security guards and patrol services,1.3,0.8,0.6,0.2,0.5
561613,Armored car services,6.9,3.1,2,1,3.8
562111,Solid waste collection,5.2,3.8,2.4,1.3,1.4
562112,Hazardous waste collection,2.2,2,1.6,0,0.2
562211,Hazardous waste treatment and disposal,2,1.1,0.5,0.6,0.9
562212,Solid waste landfill,3.4,2.5,1.3,1.2,1
562213,Solid waste combustors and incinerators,3.2,2.8,0,1.4,0
562219,Other nonhazardous waste treatment and disposal,2.7,2.5,1.8,0.7,0
621111,Offices of physicians (except mental health specialists),2.1,0.9,0.8,0.1,1.2
621112,"Offices of physicians, mental health specialists",1.8,0.9,0.7,0.2,0.9
711211,Sports teams and clubs,0,6.2,2.1,4.1,0
711212,Racetracks,3.8,2.9,2.5,0.4,1
711219,Other spectator sports,4,2.4,2.3,0,1.6
721211,RV (recreational vehicle) parks and campgrounds,2.6,1.1,0.8,0.3,0
721214,Recreational and vacation camps (except campgrounds),3.9,1.6,1.2,0.5,2.2
722511,Full0service restaurants,2.1,0.9,0.7,0.2,1.2
722513,Limited0service restaurants,2.7,1.2,0.8,0.3,1.5
722515,Snack and nonalcoholic beverage bars,4.8,1.6,1,0.6,3.1
812331,Linen supply,6.7,4.9,3.1,1.7,1.9
812332,Industrial launderers,3.2,2.3,1.1,1.2,0.9
